,total_sulfur_dioxide,chlorides,free_sulfur_dioxide,volatile_acidity,citric_acid,alcohol,residual_sugar
3336,1,0,1,1,0,1,0
3337,0,1,0,0,1,2,0
3338,0,1,0,4,0,3,0
3339,0,0,2,1,2,1,0
3340,1,1,1,0,0,0,0
3341,1,0,0,1,0,2,0
3342,2,1,1,0,3,1,0
3343,0,0,0,1,2,1,0
3344,2,1,3,0,0,0,0
3345,1,0,0,1,2,1,1
3346,4,1,0,1,0,0,0
3347,1,1,0,0,0,3,0
3348,1,0,2,4,1,4,0
3349,1,0,0,0,1,1,2
3350,0,0,2,1,0,1,0
3351,1,0,0,0,0,2,0
3352,2,3,0,1,3,2,3
3353,0,0,0,0,3,0,0
3354,1,0,0,0,1,3,0
3355,0,0,0,1,0,0,0
3356,0,0,0,1,0,2,4
3357,1,1,3,1,1,0,1
3358,0,4,0,1,0,0,2
3359,0,0,0,0,1,2,0
3360,1,2,0,2,1,0,0
3361,1,0,0,1,0,0,4
3362,1,0,0,0,1,2,0
3363,0,0,0,0,0,2,0
3364,2,0,0,3,0,1,1
3365,1,0,3,2,0,1,3
3366,4,0,3,0,1,2,0
3367,1,3,0,0,0,4,0
3368,1,0,4,4,1,2,4
3369,2,0,4,1,0,2,0
3370,1,3,0,0,1,3,0
3371,2,0,0,0,0,0,0
3372,1,0,3,0,1,2,1
3373,1,0,2,0,0,1,0
3374,1,4,0,0,0,2,0
3375,2,1,0,0,0,1,0
3376,1,4,0,0,0,1,0
3377,1,3,0,0,1,0,1
3378,4,0,0,0,0,3,3
3379,2,0,0,0,0,0,0
3380,1,0,0,0,0,3,0
3381,2,0,0,0,1,2,0
3382,2,0,0,1,0,2,0
3383,1,1,0,0,1,0,4
3384,1,0,1,4,4,1,0
3385,2,0,1,0,1,0,1
3386,0,1,4,1,0,2,0
3387,0,0,0,4,0,1,0
3388,3,0,1,2,0,1,3
3389,0,0,1,1,2,1,2
3390,1,0,0,0,0,1,0
3391,0,2,3,2,1,2,0
3392,2,0,0,0,1,4,3
3393,1,0,0,2,2,1,1
3394,0,0,4,0,0,0,2
3395,1,0,0,0,3,1,0
3396,1,1,2,2,4,1,0
3397,0,0,0,1,0,0,3
3398,2,0,1,1,0,1,0
3399,0,2,0,2,0,1,2
3400,0,0,1,0,1,2,3
3401,0,0,0,3,1,3,1
3402,2,0,0,0,0,1,0
3403,0,0,4,1,0,2,2
3404,0,0,0,0,0,2,3
3405,0,0,1,0,4,3,0
3406,1,0,4,0,0,0,0
3407,1,0,0,0,2,0,1
3408,0,0,1,1,0,3,4
3409,2,0,0,0,3,1,0
3410,0,0,0,0,1,1,0
3411,0,0,0,1,4,4,0
3412,2,0,0,0,1,0,1
3413,4,0,0,0,1,1,0
3414,1,0,0,0,1,1,0
3415,1,3,4,1,0,3,0
3416,1,0,0,0,0,2,0
3417,1,4,2,0,0,0,0
3418,2,0,0,0,1,1,3
3419,1,0,0,1,1,2,0
3420,1,0,0,1,1,1,4
3421,1,0,0,0,0,2,0
3422,4,1,1,0,1,2,0
3423,1,0,3,1,0,1,0
3424,0,4,0,1,1,0,0
3425,1,0,0,0,1,1,0
3426,3,0,4,3,0,0,1
3427,2,1,1,0,1,0,0
3428,0,0,0,1,1,4,0
3429,0,1,0,0,0,1,0
3430,0,0,1,1,1,4,0
3431,1,0,4,0,1,0,1
3432,1,0,0,0,0,3,1
3433,2,0,0,0,0,1,4
3434,0,2,2,0,3,2,0
3435,2,0,3,1,0,2,0
3436,1,0,0,0,0,1,0
3437,1,0,0,1,0,1,0
3438,3,1,0,2,1,0,0
3439,0,0,3,2,0,3,0
3440,1,0,0,1,1,1,0
3441,2,0,0,1,0,1,0
3442,0,0,0,0,1,2,0
3443,1,4,0,0,1,2,0
3444,0,0,1,0,0,1,3
3445,0,0,0,0,1,1,2
3446,1,0,4,0,0,2,0
3447,0,0,0,1,2,1,0
3448,0,0,0,1,0,1,0
3449,0,0,2,0,2,2,0
3450,2,1,0,0,1,4,0
3451,2,0,0,2,0,4,0
3452,0,0,0,0,0,2,1
3453,2,0,0,2,1,1,0
3454,3,0,3,4,2,1,3
3455,1,4,0,0,1,1,2
3456,2,3,3,1,3,1,0
3457,2,0,0,1,4,2,0
3458,0,0,0,1,1,3,0
3459,1,0,0,0,0,1,2
3460,0,3,0,3,2,0,0
3461,2,0,0,0,1,2,0
3462,1,3,3,0,2,2,0
3463,1,0,0,0,3,2,0
3464,0,2,0,1,0,1,2
3465,2,0,0,3,0,1,0
3466,2,2,3,4,1,0,0
3467,0,1,1,2,4,0,1
3468,0,0,0,0,0,0,4
3469,3,0,0,0,0,3,0
3470,4,0,0,2,1,2,0
3471,1,3,0,1,0,1,0
3472,0,0,2,1,0,1,3
3473,1,3,0,0,0,1,0
3474,0,3,1,3,0,0,4
3475,1,0,0,4,0,3,0
3476,1,0,0,0,1,4,0
3477,1,0,4,0,0,0,1
3478,0,0,0,1,1,1,0
3479,1,0,0,4,1,1,1
3480,1,4,4,1,0,2,0
3481,3,0,4,0,0,1,0
3482,0,0,0,0,1,1,0
3483,1,0,2,0,1,0,3
3484,1,0,0,0,1,0,0
3485,1,1,3,0,1,2,4
3486,1,0,0,0,0,3,0
3487,1,0,0,0,0,2,0
3488,0,0,0,1,3,2,0
3489,0,0,0,0,0,1,0
3490,1,0,0,0,4,3,3
3491,2,1,0,0,2,4,0
3492,0,0,0,1,0,4,0
3493,1,2,1,0,1,3,4
3494,1,0,0,0,1,2,0
3495,2,0,4,1,1,2,0
3496,0,0,1,1,0,0,0
3497,0,1,3,1,0,2,0
3498,1,0,0,0,0,3,4
3499,1,0,0,1,0,1,3
3500,0,2,3,0,1,0,0
3501,0,0,0,0,0,2,3
3502,1,0,2,1,0,3,0
3503,0,4,0,1,0,3,4
3504,0,0,3,0,0,2,0
3505,0,2,0,2,0,0,0
3506,2,0,0,1,0,1,0
3507,1,0,0,1,1,2,0
3508,0,2,0,1,2,0,0
3509,0,0,0,0,1,2,0
3510,0,0,0,1,0,1,1
3511,0,0,0,1,0,0,3
3512,3,0,0,4,1,2,0
3513,0,0,0,0,0,2,0
3514,1,0,0,0,1,2,0
3515,0,0,0,0,1,4,0
3516,1,0,0,0,0,4,0
3517,3,0,0,1,4,3,0
3518,0,0,0,1,1,2,0
3519,0,4,0,1,0,1,0
3520,0,0,0,1,0,0,1
3521,0,0,0,0,3,1,2
3522,0,3,0,3,0,2,0
3523,1,0,4,0,4,1,0
3524,1,0,0,0,1,1,1
3525,0,0,0,1,0,4,0
3526,0,0,0,0,1,1,0
3527,1,0,0,0,0,4,0
3528,1,0,0,0,1,1,2
3529,0,0,0,2,0,1,0
3530,1,0,0,0,1,2,0
3531,1,0,0,1,1,3,1
3532,0,0,0,1,0,2,0
3533,1,1,0,1,0,0,1
3534,0,0,2,0,1,1,0
3535,3,3,4,2,2,4,0
3536,0,0,0,0,0,2,0
3537,1,0,0,0,1,1,0
3538,2,0,0,0,1,0,2
3539,0,0,0,1,0,2,0
3540,0,3,0,2,0,0,0
3541,1,1,1,2,1,3,0
3542,4,0,0,3,4,2,3
3543,1,2,0,1,1,1,0
3544,4,0,0,0,1,2,1
3545,3,0,1,0,2,2,0
3546,1,0,0,0,0,1,0
3547,0,3,0,1,0,1,0
3548,1,0,0,4,0,1,0
3549,0,0,0,0,1,2,0
3550,1,0,4,2,0,2,0
3551,1,0,1,0,1,2,4
3552,1,0,0,1,0,3,0
3553,1,3,0,0,0,0,0
3554,0,0,0,0,0,1,0
3555,4,0,0,0,0,3,0
3556,4,0,0,0,3,1,1
3557,0,0,2,0,0,0,3
3558,4,0,0,2,3,4,0
3559,2,0,0,0,4,2,1
3560,1,0,0,0,4,3,0
3561,1,1,4,0,0,1,0
3562,1,0,1,2,4,0,2
3563,1,0,0,0,0,1,1
3564,1,0,2,4,1,0,0
3565,1,0,0,3,1,2,2
3566,4,0,0,1,0,0,0
3567,0,0,0,0,0,2,0
3568,1,0,0,0,1,1,1
3569,0,0,2,1,1,0,0
3570,1,0,0,0,0,0,4
3571,0,1,2,0,0,2,0
3572,2,0,0,1,1,1,0
3573,1,0,3,2,0,4,0
3574,2,0,0,0,1,1,0
3575,4,2,0,0,1,0,0
3576,0,0,0,0,0,1,0
3577,0,0,0,1,0,0,0
3578,2,0,0,0,2,0,0
3579,1,0,0,0,2,0,4
3580,1,0,2,0,0,1,1
3581,1,0,1,0,3,1,3
3582,1,0,0,3,0,1,0
3583,1,0,0,4,1,2,2
3584,2,0,3,0,1,4,3
3585,0,0,1,2,0,2,2
3586,0,2,1,1,1,2,0
3587,1,0,0,3,0,2,0
3588,1,0,1,0,0,2,0
3589,0,0,1,4,1,3,3
3590,1,0,0,0,1,1,0
3591,0,0,0,0,1,3,0
3592,3,1,0,0,0,2,0
3593,1,0,0,0,0,0,4
3594,0,0,0,0,1,1,0
3595,1,1,0,0,3,2,0
3596,4,0,2,0,1,4,0
3597,1,0,0,4,1,2,0
3598,1,2,0,0,1,2,0
3599,0,0,2,3,0,1,0
3600,0,0,0,0,1,1,0
3601,2,0,0,1,2,1,0
3602,1,0,0,0,1,3,0
3603,1,0,0,0,0,0,0
3604,0,0,4,0,4,1,0
3605,2,0,3,0,1,0,1
3606,0,0,0,1,0,3,0
3607,0,2,0,2,1,3,0
3608,1,0,0,2,0,1,0
3609,0,0,0,1,0,2,3
3610,1,0,0,0,0,0,0
3611,0,0,0,1,0,2,0
3612,1,0,4,1,1,1,1
3613,0,0,1,2,1,1,0
3614,1,0,0,2,0,2,4
3615,1,0,0,0,1,2,0
3616,2,0,0,4,3,1,3
3617,1,0,3,2,1,0,0
3618,2,0,1,0,1,1,0
3619,2,0,0,4,4,4,0
3620,0,0,0,3,0,0,0
3621,1,0,4,0,1,3,1
3622,2,0,0,0,3,0,0
3623,2,0,1,0,0,1,2
3624,3,0,3,1,1,2,0
3625,4,1,1,4,1,0,1
3626,1,0,0,0,1,2,3
3627,0,0,2,1,0,1,4
3628,2,0,0,1,2,3,0
3629,1,0,0,1,3,3,0
3630,0,0,0,1,0,2,0
3631,0,0,0,2,1,2,0
3632,2,0,0,4,1,2,0
3633,0,0,0,1,2,3,0
3634,4,0,0,0,3,1,1
3635,0,3,0,3,1,0,0
3636,1,0,0,1,0,2,0
3637,4,0,0,1,1,1,0
3638,1,0,0,4,1,4,3
3639,1,2,0,0,1,0,1
3640,0,2,0,2,4,1,0
3641,0,0,0,0,2,2,0
3642,1,0,2,4,2,0,0
3643,2,0,4,0,0,2,0
3644,4,0,2,0,1,3,1
3645,1,4,0,0,0,3,0
3646,1,1,0,3,1,2,0
3647,1,0,1,0,3,3,4
3648,1,0,0,3,0,3,4
3649,2,1,1,0,0,1,1
3650,1,0,3,4,2,4,0
3651,0,0,3,1,1,3,0
3652,0,0,0,0,1,2,0
3653,1,0,0,3,4,0,0
3654,1,0,0,0,1,2,0
3655,1,3,0,0,0,2,3
3656,4,0,0,0,1,1,1
3657,0,0,0,1,0,3,0
3658,0,0,0,1,0,2,3
3659,1,3,0,0,2,1,3
3660,0,0,0,2,2,1,0
3661,2,0,0,0,1,1,1
3662,0,0,0,1,0,2,0
3663,1,0,2,0,1,3,0
3664,1,0,0,0,1,3,0
3665,2,0,1,0,0,1,3
3666,1,0,0,1,0,3,0
3667,0,0,1,1,0,0,0
3668,1,0,0,0,0,4,0
3669,1,0,0,0,0,3,0
3670,1,0,0,4,0,3,2
3671,1,2,1,2,1,3,2
3672,1,3,0,0,1,3,0
3673,1,0,0,0,1,1,0
3674,0,0,3,2,0,1,0
3675,0,0,0,2,0,2,4
3676,1,0,0,1,0,3,0
3677,1,0,0,2,1,2,0
3678,1,4,0,1,0,1,0
3679,2,3,0,0,0,2,1
3680,1,0,0,0,2,0,2
3681,1,0,0,1,2,0,0
3682,0,0,0,0,1,0,4
3683,2,4,0,0,0,3,0
3684,0,0,0,1,0,1,0
3685,0,0,2,0,3,1,0
3686,1,0,1,0,0,1,0
3687,4,2,0,0,2,2,0
3688,2,0,1,0,1,0,0
3689,4,0,2,0,1,2,3
3690,2,0,0,2,0,0,0
3691,0,1,0,1,0,2,0
3692,1,0,4,3,1,2,0
3693,1,0,0,0,1,1,0
3694,1,0,0,0,0,3,0
3695,0,3,0,2,0,4,0
3696,1,0,3,0,1,4,0
3697,1,0,0,0,0,2,0
3698,1,0,3,4,1,4,0
3699,4,0,3,3,0,0,0
3700,0,0,1,1,3,4,1
3701,0,3,0,3,1,3,1
3702,1,0,0,0,1,2,0
3703,0,3,1,1,0,0,0
3704,1,0,0,0,1,2,0
3705,0,3,0,0,4,4,4
3706,1,0,0,0,1,2,0
3707,3,0,0,0,0,0,0
3708,1,0,4,0,1,1,0
3709,3,0,0,0,0,1,0
3710,2,1,2,0,1,0,0
3711,2,1,0,3,1,2,0
3712,0,0,0,2,2,1,0
3713,0,1,1,0,1,2,1
3714,1,3,0,1,0,3,3
3715,0,0,0,4,2,1,0
3716,1,0,0,4,1,3,1
3717,2,0,1,0,4,1,0
3718,0,0,0,0,1,1,2
3719,0,0,3,0,0,2,0
3720,0,0,0,1,0,2,0
3721,1,1,0,0,0,1,0
3722,2,0,0,0,0,2,1
3723,3,0,0,0,2,1,1
3724,2,1,1,0,1,0,3
3725,2,0,1,1,3,1,0
3726,1,0,0,0,1,2,0
3727,1,0,2,0,0,0,1
3728,1,0,0,0,0,3,0
3729,0,0,0,0,1,2,0
3730,0,0,0,0,0,2,0
3731,0,1,0,0,2,4,0
3732,1,0,0,2,1,2,0
3733,1,2,0,0,4,3,0
3734,4,3,0,3,1,1,4
3735,0,0,0,2,0,0,0
3736,1,0,0,0,1,1,0
3737,4,0,2,3,0,1,1
3738,1,0,0,0,0,3,0
3739,1,0,4,0,1,1,0
3740,1,0,4,0,0,3,0
3741,0,0,0,0,1,2,0
3742,2,0,3,2,0,2,0
3743,1,0,0,0,4,1,2
3744,1,0,0,1,0,2,0
3745,4,0,0,0,0,0,2
3746,1,0,0,0,0,1,0
3747,1,4,0,1,0,2,1
3748,1,0,2,1,0,3,0
3749,3,0,0,3,0,3,4
3750,1,0,0,0,0,3,2
3751,0,0,0,1,0,0,0
3752,1,0,0,0,1,1,1
3753,4,0,2,2,2,3,0
3754,0,0,1,1,1,1,0
3755,1,0,0,0,2,0,0
3756,4,2,4,1,0,3,0
3757,0,0,0,1,1,1,2
3758,1,0,0,0,0,1,2
3759,1,2,0,1,1,1,1
3760,1,0,4,0,0,1,0
3761,1,0,0,0,1,1,0
3762,2,0,1,1,1,0,0
3763,1,0,0,0,0,1,1
3764,3,0,1,4,4,1,0
3765,1,0,0,3,1,4,0
3766,0,0,2,1,3,0,0
3767,2,0,0,1,0,1,0
3768,4,0,0,0,1,2,0
3769,1,3,1,1,1,2,0
3770,0,0,0,1,4,2,0
3771,3,0,4,0,2,2,0
3772,1,0,0,1,3,1,0
3773,1,2,0,1,0,1,0
3774,2,0,1,0,0,0,0
3775,2,2,1,0,0,1,0
3776,0,0,1,0,0,1,0
3777,1,2,0,0,0,2,0
3778,0,0,0,1,0,2,1
3779,2,0,4,0,0,0,0
3780,0,0,0,1,1,2,0
3781,3,0,0,1,1,2,0
3782,2,0,0,0,1,0,4
3783,1,0,0,1,2,2,0
3784,0,1,2,1,4,2,0
3785,0,2,4,2,3,3,3
3786,0,0,0,1,1,0,0
3787,4,0,0,2,0,0,0
3788,0,0,0,1,0,1,1
3789,1,0,1,0,0,1,1
3790,0,0,4,4,0,0,0
3791,1,0,4,0,0,2,0
3792,2,0,0,0,1,1,2
3793,0,0,0,1,0,0,0
3794,2,0,0,0,0,4,3
3795,1,0,0,0,4,4,0
3796,2,0,0,3,0,2,2
3797,1,0,2,2,4,4,3
3798,3,1,0,0,0,1,2
3799,3,0,0,1,3,1,0
3800,1,0,0,0,3,2,0
3801,4,0,1,0,4,2,2
3802,0,3,2,2,0,1,3
3803,1,0,0,0,1,3,0
3804,2,0,0,0,0,3,0
3805,1,0,0,4,1,1,1
3806,1,0,1,1,0,2,0
3807,1,0,0,0,1,2,1
3808,2,0,1,0,1,1,0
3809,1,0,0,0,0,4,0
3810,0,0,0,0,1,1,0
3811,2,0,0,0,0,2,1
3812,3,1,1,0,0,3,1
3813,0,2,0,1,3,1,0
3814,3,0,0,0,0,1,3
3815,4,4,3,0,0,2,0
3816,1,0,3,0,1,1,2
3817,1,4,0,2,0,1,1
3818,3,0,0,0,1,1,4
3819,3,3,0,0,0,2,3
3820,1,0,0,1,2,1,0
3821,1,3,0,0,3,1,0
3822,1,1,0,0,0,1,3
3823,1,0,0,0,1,3,2
3824,0,0,2,0,1,0,0
3825,0,3,0,2,1,2,0
3826,2,2,4,0,0,1,0
3827,1,2,4,0,0,1,2
3828,1,4,0,0,1,1,0
3829,0,0,0,0,2,4,0
3830,1,0,2,0,0,1,0
3831,2,0,1,2,3,1,0
3832,4,0,0,0,0,1,0
3833,2,0,0,3,3,0,0
3834,3,0,0,3,0,1,0
3835,2,0,0,0,0,2,0
3836,0,0,0,0,1,1,0
3837,0,0,4,1,1,3,0
3838,0,2,4,1,0,2,3
3839,1,0,0,0,0,3,0
3840,1,0,3,0,0,1,2
3841,1,0,0,4,3,1,0
3842,0,0,0,3,0,1,0
3843,0,3,0,2,1,2,3
3844,1,0,0,0,3,0,1
3845,4,0,0,0,4,0,0
3846,2,0,0,0,3,1,0
3847,3,0,0,0,2,3,1
3848,1,0,0,0,0,3,4
3849,0,0,0,0,2,1,1
3850,0,0,0,0,1,3,0
3851,2,0,0,0,0,2,2
3852,1,0,0,0,1,2,4
3853,1,0,0,2,0,2,0
3854,1,0,0,0,0,0,0
3855,2,0,4,1,1,2,3
3856,2,0,1,0,0,1,0
3857,2,0,0,2,1,1,3
3858,1,4,0,1,1,4,1
3859,2,2,0,0,3,1,0
3860,0,0,0,4,3,2,4
3861,1,0,0,0,1,2,0
3862,1,3,2,0,0,2,0
3863,1,0,4,0,2,0,0
3864,2,0,0,4,1,3,0
3865,0,0,0,4,0,2,3
3866,4,0,0,1,0,3,0
3867,0,0,0,0,2,2,0
3868,0,2,0,0,0,3,0
3869,0,2,0,3,4,3,0
3870,3,0,0,2,1,1,1
3871,1,0,0,4,1,2,3
3872,1,3,0,0,0,1,4
3873,1,1,1,0,1,0,2
3874,0,0,0,0,2,3,1
3875,1,0,0,1,1,1,0
3876,0,0,0,0,0,1,0
3877,3,3,0,0,1,2,0
3878,0,0,0,1,0,3,0
3879,1,0,2,3,3,0,0
3880,1,1,0,0,3,3,0
3881,1,0,1,1,1,1,0
3882,2,0,0,2,1,1,0
3883,1,0,1,0,1,2,0
3884,0,0,0,1,0,2,0
3885,2,0,0,0,4,1,0
3886,0,0,1,1,2,2,0
3887,1,1,3,0,1,3,0
3888,1,3,3,0,1,0,1
3889,0,0,0,0,0,2,0
3890,0,0,3,0,0,2,0
3891,1,0,0,1,1,0,0
3892,1,0,1,0,1,1,0
3893,1,3,0,3,0,0,0
3894,1,0,0,4,0,1,0
3895,1,0,0,0,2,1,2
3896,1,0,2,2,1,0,2
3897,1,0,0,0,0,2,0
3898,0,0,0,2,0,1,0
3899,1,0,0,0,0,1,0
3900,1,0,2,0,0,1,0
3901,0,3,0,2,0,1,0
3902,1,1,0,4,1,2,3
3903,0,0,0,1,0,0,1
3904,1,0,0,0,2,1,0
3905,0,0,0,1,4,1,0
3906,0,0,0,0,1,1,0
3907,2,0,0,3,0,0,1
3908,1,0,0,0,1,1,1
3909,2,0,0,0,2,2,0
3910,1,0,0,0,0,4,0
3911,0,4,0,0,1,1,0
3912,2,0,1,0,0,1,1
3913,0,4,2,0,1,3,0
3914,1,0,0,2,0,2,0
3915,1,0,0,0,4,1,0
3916,2,0,0,0,0,3,0
3917,1,4,4,2,0,1,0
3918,1,0,0,0,0,0,0
3919,1,0,0,4,1,1,0
3920,0,3,0,0,4,3,1
3921,1,3,4,4,4,1,2
3922,0,0,0,0,1,3,0
3923,1,0,0,0,1,1,0
3924,1,3,0,1,0,1,0
3925,0,0,0,1,0,1,0
3926,0,0,0,0,2,4,4
3927,2,0,0,0,1,1,3
3928,1,0,0,2,0,4,0
3929,1,4,0,0,1,2,0
3930,0,3,0,0,1,3,0
3931,0,2,0,0,1,1,1
3932,1,2,0,1,1,3,0
3933,0,0,1,0,1,0,0
3934,1,1,1,4,0,1,0
3935,1,0,4,0,1,0,0
3936,0,0,0,2,1,3,0
3937,1,0,1,0,0,0,1
3938,0,0,3,1,0,2,0
3939,0,2,1,1,1,4,0
3940,1,3,1,0,0,1,0
3941,0,0,4,1,0,1,2
3942,1,1,2,0,0,1,1
3943,1,0,0,2,0,1,1
3944,1,0,4,1,3,4,0
3945,0,0,0,1,0,0,2
3946,3,0,4,0,1,1,0
3947,1,0,4,4,0,3,0
3948,1,0,0,2,1,0,4
3949,0,3,0,0,0,2,1
3950,0,0,0,0,0,3,0
3951,1,0,0,0,0,2,3
3952,3,3,0,4,1,1,0
3953,0,2,2,4,1,2,0
3954,1,0,1,0,4,1,3
3955,1,0,3,2,0,1,0
3956,0,0,3,1,1,4,0
3957,0,0,0,2,2,1,2
3958,1,0,3,1,0,3,0
3959,0,0,0,0,0,2,0
3960,1,0,0,0,0,1,0
3961,0,0,0,1,0,3,0
3962,1,0,0,4,4,0,1
3963,1,2,0,0,0,2,0
3964,2,1,2,2,0,3,3
3965,0,3,2,0,1,3,0
3966,0,0,1,0,0,0,0
3967,1,0,0,0,1,0,3
3968,1,0,0,0,1,2,0
3969,1,0,2,1,0,1,0
3970,2,0,1,1,1,0,3
3971,1,2,4,1,0,0,0
3972,4,0,0,0,2,3,0
3973,0,0,0,0,0,1,0
3974,0,0,0,0,3,2,0
3975,1,0,2,3,0,1,0
3976,0,0,0,2,2,2,0
3977,1,0,0,3,1,2,0
3978,0,2,1,1,1,3,0
3979,0,0,0,0,1,2,0
3980,0,0,0,0,0,1,0
3981,2,0,0,1,0,1,0
3982,1,0,0,0,0,0,0
3983,1,0,1,0,1,3,0
3984,1,0,0,0,0,1,3
3985,2,0,0,0,1,0,1
3986,2,3,1,0,0,4,0
3987,0,0,0,0,0,3,1
3988,1,0,1,0,0,1,4
3989,0,0,0,1,0,3,2
3990,0,0,4,1,4,0,0
3991,0,0,0,0,3,1,3
3992,0,0,0,1,3,3,0
3993,0,2,0,0,0,0,1
3994,2,4,1,3,1,0,2
3995,2,0,0,1,0,1,2
3996,0,2,1,1,0,1,0
3997,4,0,2,4,1,1,0
3998,2,0,0,0,0,2,0
3999,1,0,0,1,1,1,0
4000,0,0,4,0,1,2,0
4001,4,4,0,0,0,1,2
4002,1,0,1,1,2,1,2
4003,2,0,1,0,0,1,0
4004,0,0,0,1,1,0,1
4005,0,1,0,0,0,1,3
4006,0,0,0,3,1,2,2
4007,4,0,0,0,0,0,0
4008,1,0,0,0,1,1,0
4009,1,0,0,1,2,4,4
4010,2,0,4,0,3,0,0
4011,1,2,0,1,4,0,1
4012,0,0,3,0,0,3,0
4013,2,0,0,2,4,1,1
4014,1,0,0,1,4,4,1
4015,1,0,0,1,0,2,0
4016,1,3,0,0,1,1,0
4017,4,0,0,0,1,1,0
4018,0,0,0,1,0,0,0
4019,0,0,1,0,0,1,4
4020,1,0,2,4,0,4,0
4021,1,0,0,0,0,2,0
4022,1,0,0,0,0,1,3
4023,3,0,0,1,0,1,1
4024,0,0,0,1,1,3,0
4025,1,0,1,0,2,1,1
4026,1,0,0,2,0,0,0
4027,1,0,3,0,0,1,0
4028,1,0,3,0,1,2,4
4029,0,0,0,0,1,1,0
4030,0,2,0,3,1,1,2
4031,1,0,0,0,1,1,0
4032,0,0,4,1,0,0,0
4033,4,0,0,1,0,1,0
4034,4,2,0,3,0,2,0
4035,2,2,4,1,1,2,0
4036,2,3,0,3,0,0,0
4037,1,0,0,0,2,1,2
4038,2,3,3,0,0,3,0
4039,1,2,2,1,2,0,0
4040,1,0,1,0,0,0,0
4041,0,0,0,3,0,1,0
4042,0,0,0,0,1,2,0
4043,1,0,4,3,0,3,0
4044,1,0,0,0,0,1,0
4045,1,2,0,2,1,0,0
4046,2,4,3,0,0,0,0
4047,1,0,2,0,0,1,1
4048,3,0,0,0,0,4,0
4049,1,0,0,0,0,1,0
4050,1,3,4,0,0,1,1
4051,0,0,1,1,2,2,0
4052,0,0,0,1,4,0,2
4053,1,3,0,0,1,4,4
4054,1,0,4,1,0,2,0
4055,1,4,0,0,0,0,3
4056,2,1,0,1,0,1,0
4057,4,0,0,3,4,1,0
4058,0,1,0,0,0,1,0
4059,1,0,0,4,1,0,0
4060,0,0,0,3,1,0,0
4061,1,1,1,0,1,0,4
4062,2,2,0,3,0,0,0
4063,3,0,1,4,0,3,1
4064,0,0,4,1,0,3,0
4065,1,0,0,0,2,2,0
4066,2,0,0,0,1,2,4
4067,2,0,0,0,3,1,0
4068,2,0,0,0,2,2,0
4069,0,2,0,0,1,2,3
4070,4,0,0,0,1,1,0
4071,1,0,0,0,1,2,0
4072,1,0,0,0,1,3,1
4073,0,0,0,2,0,0,0
4074,3,4,4,0,0,1,1
4075,0,1,0,0,0,1,0
4076,0,0,2,1,0,1,0
4077,1,0,0,0,2,2,0
4078,1,0,0,4,0,2,0
4079,0,0,0,0,3,3,1
4080,2,0,0,0,1,1,0
4081,0,0,0,0,0,1,0
4082,0,0,4,0,1,1,0
4083,0,0,0,4,1,2,0
4084,3,0,0,0,1,3,3
4085,0,0,3,0,2,4,2
4086,3,0,0,0,0,0,1
4087,1,0,0,1,0,4,0
4088,1,3,0,0,3,3,0
4089,0,0,0,1,1,1,0
4090,3,0,1,1,3,2,0
4091,1,0,0,0,0,0,1
4092,0,4,0,1,0,3,0
4093,1,4,0,0,0,3,2
4094,2,0,0,0,0,0,1
4095,1,0,0,4,0,2,3
4096,2,3,4,0,1,2,0
4097,1,0,0,0,3,1,2
4098,2,0,1,0,1,1,1
4099,1,3,0,2,1,2,0
4100,2,4,0,0,0,1,1
4101,0,0,0,0,2,1,0
4102,1,1,2,1,0,2,1
4103,0,0,0,1,0,0,4
4104,0,0,0,0,1,1,0
4105,1,0,1,0,1,0,0
4106,1,0,2,0,1,3,1
4107,3,0,3,0,1,2,3
4108,3,0,0,0,1,0,1
4109,2,2,4,0,1,4,0
4110,0,0,0,0,1,2,0
4111,2,0,2,0,0,2,0
4112,0,3,0,1,3,2,0
4113,2,0,1,1,0,2,0
4114,4,4,0,1,1,3,3
4115,0,0,0,2,0,0,2
4116,4,0,0,0,0,0,3
4117,1,0,1,0,2,0,0
4118,0,0,0,0,0,1,4
4119,4,4,3,0,0,2,0
4120,0,0,0,1,0,1,0
4121,1,0,2,0,0,2,0
4122,0,0,0,0,0,1,1
4123,1,0,1,3,1,1,0
4124,1,3,1,0,3,2,0
4125,2,0,2,0,0,1,0
4126,0,0,0,4,3,1,0
4127,1,0,0,0,1,1,2
4128,1,2,3,0,0,2,4
4129,1,0,1,0,0,2,0
4130,3,0,0,1,0,1,0
4131,1,0,4,0,0,3,0
4132,1,0,2,0,0,0,1
4133,0,0,0,4,0,2,0
4134,0,0,0,2,0,1,0
4135,2,2,2,1,0,2,0
4136,0,0,1,0,1,0,0
4137,0,0,3,0,1,0,0
4138,1,4,4,0,4,1,0
4139,1,0,0,3,1,1,0
4140,3,0,0,0,0,0,0
4141,1,2,0,1,3,2,0
4142,1,0,0,1,3,1,3
4143,1,0,0,4,0,2,2
4144,0,2,0,0,0,3,0
4145,1,1,0,0,1,1,0
4146,0,0,0,3,0,1,0
4147,1,0,0,0,1,4,1
4148,1,0,3,0,0,0,1
4149,0,0,0,4,0,2,0
4150,4,0,0,2,0,4,3
4151,1,1,0,2,0,3,1
4152,1,0,0,0,0,2,0
4153,1,0,0,0,2,1,1
4154,0,0,0,0,1,0,0
4155,1,2,1,1,0,0,0
