,alcohol,chlorides,free_sulfur_dioxide,sulphates,density,volatile_acidity,citric_acid
3337,3,3,0,4,2,4,0
3338,2,0,3,3,3,4,4
3339,1,2,0,2,2,3,4
3340,4,1,0,0,0,0,0
3341,4,4,1,4,0,1,0
3342,4,2,3,1,0,0,1
3343,1,2,2,1,0,0,1
3344,1,4,4,4,2,0,3
3345,0,4,3,3,1,1,2
3346,0,0,1,2,3,2,3
3347,2,3,4,0,3,2,4
3348,1,4,1,0,1,1,1
3349,3,0,2,4,3,3,2
3350,1,0,0,3,2,0,3
3351,2,0,2,2,4,2,2
3352,4,1,0,3,2,1,0
3353,2,1,1,3,1,2,0
3354,0,2,3,1,4,1,1
3355,4,4,2,1,4,1,0
3356,2,2,0,3,2,2,3
3357,3,0,1,0,0,1,3
3358,2,0,0,4,3,4,3
3359,3,0,1,1,0,4,4
3360,0,0,3,1,4,4,1
3361,2,3,3,3,3,2,1
3362,2,0,2,4,1,3,2
3363,4,0,2,2,0,2,4
3364,4,2,3,0,0,3,0
3365,1,3,0,0,4,0,0
3366,4,1,0,1,3,2,3
3367,0,2,3,1,1,4,1
3368,1,1,2,2,1,3,3
3369,1,2,0,1,4,1,1
3370,1,0,0,2,2,1,1
3371,4,4,2,2,2,3,2
3372,2,4,3,0,2,4,4
3373,0,2,2,2,4,4,3
3374,4,0,2,4,1,4,0
3375,0,0,2,0,1,0,0
3376,2,0,2,2,1,3,0
3377,1,1,4,1,0,1,1
3378,2,2,0,3,2,1,0
3379,3,4,3,2,3,2,0
3380,4,1,4,1,2,1,4
3381,3,1,4,2,3,0,3
3382,4,4,4,0,3,4,0
3383,0,1,4,0,0,1,1
3384,4,2,2,3,3,0,0
3385,2,4,2,3,0,1,1
3386,1,1,4,3,0,3,3
3387,4,2,4,2,0,1,1
3388,4,0,1,2,3,1,4
3389,3,1,4,1,0,1,3
3390,2,0,0,4,0,3,0
3391,0,2,3,3,3,2,3
3392,0,3,0,1,4,4,2
3393,3,3,0,0,4,0,2
3394,1,0,3,3,0,1,4
3395,1,1,1,3,2,3,3
3396,1,1,4,3,3,4,1
3397,1,2,1,1,4,3,2
3398,0,4,3,3,0,0,0
3399,1,3,1,3,2,0,2
3400,0,1,3,0,0,1,1
3401,0,3,0,4,0,1,1
3402,0,1,4,3,1,1,0
3403,1,4,1,2,4,4,2
3404,3,3,2,1,1,3,4
3405,2,3,2,4,2,1,0
3406,3,2,3,2,0,1,1
3407,2,4,1,0,0,2,1
3408,0,1,0,3,0,1,0
3409,2,0,2,3,3,1,1
3410,2,1,0,3,0,0,2
3411,1,3,2,4,1,1,4
3412,4,4,1,3,2,0,3
3413,3,0,0,2,0,2,2
3414,0,0,3,4,4,3,2
3415,3,3,1,3,0,2,0
3416,2,1,0,1,4,4,0
3417,2,3,1,3,2,1,1
3418,4,3,1,4,3,2,2
3419,1,1,2,4,2,2,1
3420,0,2,0,4,3,1,4
3421,4,1,2,0,0,1,0
3422,1,0,0,0,1,3,1
3423,4,0,1,2,2,0,0
3424,1,3,4,1,4,0,3
3425,4,0,3,0,2,3,0
3426,1,3,0,2,0,2,2
3427,1,0,3,1,3,2,2
3428,1,2,4,3,1,1,1
3429,4,0,1,2,2,0,2
3430,1,0,1,1,0,0,2
3431,3,2,3,1,2,4,3
3432,2,1,0,1,0,2,4
3433,0,1,1,2,1,1,4
3434,4,0,0,2,0,1,2
3435,2,3,1,4,1,1,2
3436,3,1,1,0,1,4,0
3437,3,0,0,4,2,2,0
3438,2,0,4,4,0,3,1
3439,0,4,1,4,3,2,1
3440,4,3,2,0,1,0,2
3441,0,0,1,1,4,1,0
3442,0,1,3,0,0,2,3
3443,0,0,0,0,4,1,4
3444,2,3,3,1,2,1,2
3445,4,1,2,0,3,2,2
3446,2,0,1,4,1,4,3
3447,2,0,4,3,2,4,0
3448,3,0,3,0,0,0,1
3449,1,0,1,3,4,1,0
3450,4,0,0,0,0,0,2
3451,3,1,0,0,2,2,0
3452,4,4,4,1,2,3,4
3453,3,4,4,3,0,4,1
3454,2,3,1,2,1,0,1
3455,3,3,0,1,0,3,1
3456,4,1,3,3,2,3,2
3457,4,0,2,2,3,3,0
3458,0,0,1,4,3,3,4
3459,3,1,1,3,3,3,3
3460,3,1,1,2,1,1,0
3461,2,2,2,0,1,3,4
3462,1,0,0,2,1,2,4
3463,1,0,2,2,4,3,0
3464,1,0,3,2,4,3,0
3465,2,0,0,4,0,0,3
3466,2,4,2,0,0,0,2
3467,3,4,0,3,0,1,3
3468,2,0,4,0,1,0,1
3469,3,2,3,0,0,3,1
3470,2,0,4,4,0,3,4
3471,0,0,0,1,2,4,2
3472,1,3,4,4,3,4,0
3473,2,0,2,3,0,1,3
3474,2,2,2,0,4,0,3
3475,2,2,0,1,2,3,0
3476,0,1,3,0,1,1,2
3477,4,3,2,4,0,2,1
3478,2,1,3,2,1,3,0
3479,1,3,1,3,2,3,0
3480,3,4,3,1,3,0,1
3481,1,2,0,1,1,1,1
3482,4,0,1,2,2,3,4
3483,1,0,1,1,3,0,0
3484,2,3,1,1,3,4,4
3485,4,0,1,0,3,3,4
3486,3,0,4,0,0,1,3
3487,2,3,4,4,0,0,1
3488,2,0,4,4,3,1,1
3489,2,2,0,2,4,1,2
3490,3,4,2,3,0,2,1
3491,0,2,3,4,3,0,0
3492,1,4,4,0,0,4,4
3493,0,2,0,0,0,1,4
3494,2,3,0,1,0,4,0
3495,0,3,1,2,4,2,4
3496,1,3,3,2,1,4,1
3497,1,2,0,0,0,4,0
3498,4,4,3,0,4,1,2
3499,3,0,3,2,3,2,4
3500,3,0,2,0,0,3,1
3501,3,0,3,3,1,2,2
3502,4,0,4,0,3,2,4
3503,2,4,0,0,2,1,2
3504,2,2,1,2,0,0,0
3505,0,1,2,0,3,0,1
3506,3,0,4,4,2,3,2
3507,0,0,1,4,0,4,1
3508,2,3,0,1,2,1,3
3509,0,0,2,0,4,3,4
3510,3,4,0,0,0,3,0
3511,4,0,4,1,3,3,1
3512,1,1,0,2,2,4,3
3513,2,1,2,4,0,0,1
3514,1,1,0,0,3,3,2
3515,0,1,4,0,2,1,2
3516,1,1,0,1,3,1,4
3517,2,0,0,1,3,4,3
3518,1,0,4,0,1,0,3
3519,3,0,0,1,4,1,3
3520,3,4,2,0,2,0,0
3521,1,0,1,1,4,2,3
3522,1,2,4,3,1,4,0
3523,3,0,2,1,0,0,1
3524,2,3,2,1,2,1,2
3525,0,1,4,4,3,0,3
3526,2,1,4,1,4,1,3
3527,3,3,3,1,1,2,3
3528,1,4,3,2,4,2,2
3529,2,2,2,4,4,3,4
3530,1,0,4,4,2,4,1
3531,4,3,1,3,1,0,0
3532,1,0,2,4,1,4,4
3533,1,1,0,2,0,0,0
3534,2,4,4,3,0,1,1
3535,0,1,0,1,2,2,3
3536,4,4,2,4,0,3,0
3537,4,3,2,0,2,3,3
3538,2,1,0,3,1,0,4
3539,2,0,0,1,3,1,0
3540,1,0,2,0,3,0,2
3541,2,0,3,4,3,4,2
3542,4,4,4,1,1,4,1
3543,2,0,3,2,4,0,2
3544,1,3,3,0,4,3,4
3545,4,1,0,0,4,3,3
3546,3,4,4,4,0,3,0
3547,1,4,4,3,2,1,0
3548,4,0,4,2,1,4,0
3549,3,3,3,4,0,4,4
3550,3,0,3,1,3,0,3
3551,2,2,0,2,3,0,0
3552,1,0,4,2,3,4,4
3553,3,3,2,1,1,0,0
3554,0,4,1,3,4,0,2
3555,0,3,0,1,1,0,1
3556,1,1,0,1,4,4,3
3557,0,0,0,0,4,3,1
3558,1,0,0,2,2,4,3
3559,3,2,0,1,4,4,4
3560,0,0,2,0,0,4,0
3561,0,0,4,3,0,1,4
3562,3,0,2,2,0,2,2
3563,4,3,2,0,0,1,1
3564,4,4,0,1,4,0,0
3565,3,1,2,1,0,0,2
3566,1,4,4,3,0,2,1
3567,3,2,3,1,2,2,2
3568,1,4,3,0,3,4,0
3569,4,1,2,0,0,4,2
3570,1,0,3,0,0,0,1
3571,3,2,1,1,0,3,1
3572,0,3,0,3,2,3,3
3573,4,2,2,2,4,2,0
3574,4,0,1,3,1,2,4
3575,1,0,0,2,4,1,3
3576,2,0,0,1,0,4,3
3577,3,4,2,1,4,0,0
3578,3,2,1,0,2,4,3
3579,2,0,3,1,2,3,1
3580,1,1,3,1,4,2,0
3581,1,0,2,1,0,2,2
3582,3,4,4,4,1,3,1
3583,2,0,3,1,1,1,3
3584,2,0,2,1,4,3,3
3585,2,1,4,4,0,3,2
3586,2,3,2,2,0,0,3
3587,1,0,1,0,1,1,4
3588,1,3,1,1,2,0,1
3589,2,2,0,3,1,3,1
3590,0,1,3,1,3,2,1
3591,2,0,3,0,0,2,0
3592,3,2,0,2,1,0,3
3593,4,0,0,1,1,0,1
3594,3,2,2,0,2,3,2
3595,1,0,2,4,1,0,3
3596,1,0,1,1,3,4,4
3597,0,4,0,2,3,2,0
3598,1,0,4,0,3,4,4
3599,3,0,0,1,0,1,4
3600,3,0,2,2,0,0,1
3601,4,0,3,0,0,3,0
3602,1,0,1,1,0,0,1
3603,4,2,0,0,0,2,1
3604,4,0,0,2,0,2,2
3605,2,3,0,4,1,2,1
3606,1,0,4,0,1,3,1
3607,2,3,0,0,0,2,2
3608,4,1,1,3,1,2,1
3609,0,3,1,0,2,0,1
3610,0,0,4,0,0,4,1
3611,2,4,3,3,4,0,1
3612,4,0,1,3,0,0,3
3613,1,1,4,3,3,1,2
3614,3,3,0,4,1,3,3
3615,2,0,0,0,3,3,4
3616,0,0,0,0,3,0,1
3617,3,0,3,4,1,4,3
3618,0,1,4,2,4,0,4
3619,2,4,2,3,0,3,0
3620,3,2,1,2,0,1,4
3621,3,3,0,4,0,4,1
3622,0,2,0,4,1,0,3
3623,4,0,3,2,0,1,0
3624,0,1,0,4,1,4,1
3625,4,0,2,2,3,2,2
3626,2,1,4,4,1,1,4
3627,3,4,1,1,3,0,3
3628,2,4,4,2,3,3,2
3629,3,0,3,4,2,4,0
3630,2,0,0,1,0,4,0
3631,3,2,4,0,0,0,2
3632,0,1,1,3,0,3,3
3633,3,1,4,0,2,0,1
3634,2,0,4,3,2,1,0
3635,4,4,4,3,0,1,3
3636,2,0,0,1,4,0,0
3637,0,1,3,3,2,1,4
3638,2,2,3,0,0,1,0
3639,1,1,2,1,0,1,1
3640,4,1,0,2,4,4,2
3641,0,1,0,4,2,2,3
3642,2,2,4,1,0,0,3
3643,0,0,4,4,1,1,3
3644,1,1,0,4,0,0,0
3645,3,2,0,4,0,3,3
3646,2,1,3,4,2,2,2
3647,2,0,0,4,1,4,1
3648,3,4,1,3,3,0,1
3649,0,4,0,4,2,3,0
3650,0,2,4,0,4,0,0
3651,0,2,1,0,1,0,3
3652,2,1,2,0,2,0,4
3653,1,4,0,1,0,2,0
3654,1,1,0,0,0,4,0
3655,3,3,0,3,0,0,1
3656,0,4,0,1,1,4,2
3657,4,0,4,4,1,0,1
3658,1,3,1,2,1,2,2
3659,1,0,3,4,3,0,0
3660,4,0,0,3,0,0,3
3661,3,2,1,1,1,1,3
3662,2,4,4,0,4,3,0
3663,0,3,4,0,4,0,3
3664,0,0,3,2,0,0,1
3665,2,3,0,0,4,1,2
3666,3,0,3,2,2,1,0
3667,3,4,4,3,1,0,0
3668,3,4,0,0,4,3,0
3669,1,0,2,4,0,0,3
3670,2,3,4,3,0,0,0
3671,0,3,1,4,1,3,1
3672,2,1,3,4,2,0,1
3673,1,2,2,2,0,4,1
3674,1,2,3,0,4,4,1
3675,4,2,1,0,0,2,1
3676,4,2,1,1,4,1,0
3677,1,1,4,1,1,2,3
3678,1,1,0,0,1,0,1
3679,4,0,3,2,1,4,0
3680,1,2,0,3,0,3,1
3681,3,3,4,3,3,2,2
3682,0,0,3,1,2,0,2
3683,3,0,0,4,0,0,1
3684,4,2,1,1,3,1,2
3685,3,0,0,2,2,2,3
3686,3,0,3,4,0,0,1
3687,2,4,3,0,1,2,1
3688,2,1,3,3,1,0,2
3689,3,0,0,3,4,2,4
3690,2,2,3,3,0,3,2
3691,2,3,1,4,3,1,0
3692,0,3,1,0,3,4,0
3693,3,1,0,0,0,0,2
3694,3,0,0,4,0,1,4
3695,2,1,3,1,2,2,0
3696,0,3,0,0,4,0,1
3697,4,0,0,0,3,0,3
3698,3,3,0,4,4,0,2
3699,3,0,0,1,0,4,2
3700,2,1,0,2,4,2,4
3701,3,2,2,2,3,3,3
3702,4,0,3,3,1,3,3
3703,1,1,4,0,0,2,2
3704,4,3,0,1,4,1,1
3705,1,4,3,1,2,2,0
3706,0,0,1,0,1,4,0
3707,0,0,4,3,3,1,0
3708,3,4,2,0,4,4,1
3709,4,0,0,3,1,0,2
3710,1,2,2,0,0,3,2
3711,0,2,3,3,4,2,4
3712,1,1,3,2,0,2,4
3713,1,3,3,3,0,4,0
3714,2,3,3,1,2,2,0
3715,2,2,1,0,0,1,4
3716,3,3,4,1,3,2,1
3717,2,1,1,2,3,1,2
3718,4,0,4,4,0,0,3
3719,0,0,2,2,2,3,0
3720,1,1,4,3,3,3,0
3721,2,1,4,4,4,1,0
3722,4,3,2,1,4,3,0
3723,1,0,2,0,0,1,3
3724,2,0,2,2,3,3,0
3725,3,4,0,0,0,0,3
3726,0,3,0,0,1,1,0
3727,4,3,3,3,3,1,1
3728,2,0,0,2,3,1,4
3729,3,0,4,1,3,3,2
3730,1,4,1,2,0,1,0
3731,2,3,1,0,4,2,2
3732,2,0,1,0,1,4,3
3733,0,0,3,2,3,3,4
3734,1,1,4,2,1,2,0
3735,3,2,3,3,2,0,4
3736,4,0,0,1,3,3,2
3737,1,2,3,0,0,2,4
3738,1,2,0,3,4,1,2
3739,0,4,4,0,1,0,0
3740,3,0,2,2,0,4,1
3741,2,0,2,1,0,0,4
3742,3,2,3,1,1,4,2
3743,0,0,0,4,1,3,2
3744,1,3,4,1,2,4,0
3745,3,2,3,4,2,0,4
3746,4,2,4,0,2,0,3
3747,3,2,2,0,0,0,1
3748,3,0,4,1,3,1,1
3749,3,1,2,3,2,4,1
3750,0,3,0,1,2,0,2
3751,2,2,3,3,0,4,3
3752,0,1,4,4,4,2,2
3753,2,2,0,4,2,1,1
3754,2,4,3,0,2,0,2
3755,2,3,0,1,4,2,4
3756,1,3,2,1,1,2,3
3757,4,2,2,1,1,4,0
3758,3,2,3,1,4,4,0
3759,3,0,0,3,1,4,0
3760,1,4,3,4,0,2,1
3761,3,2,1,0,2,0,4
3762,0,4,4,4,3,2,1
3763,2,2,3,3,4,0,0
3764,2,0,1,3,0,0,1
3765,3,2,4,4,2,2,2
3766,1,3,0,3,1,2,4
3767,3,2,4,1,1,1,1
3768,0,1,4,0,4,1,0
3769,0,3,4,4,3,3,2
3770,1,1,1,4,0,1,4
3771,2,3,4,1,4,1,3
3772,0,0,1,1,0,4,4
3773,3,3,0,1,0,0,0
3774,0,3,1,0,3,3,0
3775,3,2,3,0,2,3,4
3776,4,2,4,0,1,2,1
3777,4,3,1,3,0,2,3
3778,2,0,1,0,0,2,0
3779,2,2,0,0,3,4,1
3780,3,3,0,1,4,4,1
3781,2,0,3,4,0,2,2
3782,0,1,1,0,1,0,3
3783,4,2,4,1,1,0,0
3784,1,1,0,1,0,2,1
3785,2,3,1,2,2,1,4
3786,3,1,4,2,1,0,3
3787,3,2,0,1,2,0,3
3788,2,2,0,2,4,4,2
3789,1,0,4,0,3,4,2
3790,0,3,1,1,1,0,0
3791,0,4,3,4,1,0,1
3792,2,3,3,3,0,3,0
3793,4,4,3,1,3,1,2
3794,3,0,1,0,1,0,1
3795,1,4,0,2,2,4,2
3796,3,0,0,3,4,1,4
3797,4,4,2,4,3,3,2
3798,2,3,0,1,2,2,2
3799,4,1,4,0,3,4,1
3800,2,1,2,2,0,1,2
3801,3,2,0,3,0,3,1
3802,0,4,4,0,1,0,0
3803,2,3,2,4,4,0,4
3804,0,0,3,2,2,2,2
3805,4,0,3,2,0,2,0
3806,3,3,0,0,2,0,0
3807,3,0,3,0,4,3,0
3808,0,0,1,3,1,0,1
3809,0,3,1,3,0,4,4
3810,1,0,4,1,4,4,3
3811,4,2,0,2,3,2,0
3812,3,2,4,0,4,1,2
3813,1,4,2,0,0,0,3
3814,3,3,1,3,0,0,1
3815,3,0,1,0,1,0,0
3816,0,1,4,0,0,0,0
3817,2,3,3,3,3,4,2
3818,3,0,1,0,4,0,4
3819,4,3,1,2,0,1,1
3820,0,1,1,1,4,2,2
3821,2,0,3,3,3,2,3
3822,1,2,1,2,2,2,0
3823,2,1,0,4,2,4,4
3824,1,1,2,1,0,1,1
3825,3,0,3,1,0,4,3
3826,4,0,0,4,3,2,1
3827,4,4,0,3,3,0,1
3828,0,4,2,3,3,1,4
3829,4,2,3,1,0,4,1
3830,3,0,0,1,0,1,1
3831,1,0,4,1,0,0,0
3832,1,0,1,0,0,4,3
3833,4,3,4,1,1,2,0
3834,0,0,0,1,2,1,1
3835,1,3,2,0,2,1,3
3836,2,4,2,3,1,1,1
3837,1,3,0,0,2,2,1
3838,1,2,0,1,1,2,0
3839,0,2,3,0,0,1,3
3840,4,3,0,1,0,0,0
3841,4,0,1,4,0,1,4
3842,3,0,4,2,2,0,0
3843,1,1,3,2,3,4,0
3844,3,4,0,1,1,3,3
3845,1,0,1,0,1,1,2
3846,2,1,4,3,4,3,0
3847,4,0,1,0,0,0,0
3848,0,0,2,0,2,2,4
3849,4,1,0,1,0,1,4
3850,1,0,0,0,2,4,3
3851,2,1,2,0,4,1,1
3852,3,0,0,0,3,2,0
3853,2,2,2,3,0,4,4
3854,1,1,0,1,1,4,4
3855,2,0,2,4,0,1,4
3856,4,0,3,4,3,4,3
3857,1,0,0,2,1,0,1
3858,1,4,2,0,1,0,1
3859,0,4,0,3,0,4,0
3860,3,0,0,0,2,0,3
3861,3,3,3,1,1,3,0
3862,1,0,0,2,0,1,4
3863,3,0,3,0,2,0,1
3864,0,3,0,2,1,4,4
3865,0,0,3,4,3,2,0
3866,2,0,2,4,0,2,2
3867,1,1,3,1,3,1,2
3868,1,1,2,4,0,0,2
3869,1,1,4,0,1,4,0
3870,0,0,0,1,1,2,0
3871,3,2,4,0,4,3,3
3872,0,4,4,2,4,0,1
3873,0,3,0,4,0,1,3
3874,3,2,4,2,1,2,0
3875,2,0,1,4,2,0,0
3876,2,2,1,1,1,4,4
3877,0,3,0,1,0,2,1
3878,4,2,3,3,1,1,2
3879,3,1,2,2,1,2,1
3880,2,3,0,0,4,3,0
3881,0,2,3,0,2,0,1
3882,4,1,4,0,0,2,1
3883,2,2,0,4,0,1,3
3884,0,0,1,0,2,0,1
3885,3,2,1,1,2,2,3
3886,1,4,0,4,2,2,0
3887,1,2,1,0,0,0,1
3888,3,1,0,2,1,1,0
3889,0,3,1,2,2,0,0
3890,3,1,1,4,4,1,2
3891,1,4,0,4,0,0,0
3892,3,0,3,1,4,1,4
3893,2,0,2,0,1,4,0
3894,4,4,0,0,4,4,1
3895,1,0,0,2,0,4,2
3896,0,1,1,2,2,2,1
3897,3,3,0,1,3,1,3
3898,1,1,1,0,0,0,1
3899,2,0,0,2,1,0,4
3900,3,0,0,1,2,0,1
3901,1,2,2,2,2,3,1
3902,0,2,3,3,1,4,4
3903,2,3,1,1,4,4,4
3904,1,4,0,3,4,2,2
3905,1,0,1,4,3,3,2
3906,0,0,2,0,3,0,4
3907,1,0,0,1,4,4,3
3908,0,0,1,1,2,0,2
3909,0,3,0,2,0,2,3
3910,1,1,0,0,3,0,0
3911,4,1,2,2,0,3,4
3912,4,3,1,0,4,0,0
3913,0,4,1,0,4,2,4
3914,1,2,1,1,0,1,0
3915,4,0,0,4,2,0,3
3916,2,1,1,2,3,1,1
3917,2,0,0,2,1,0,1
3918,3,0,1,0,3,0,0
3919,2,1,4,2,2,3,0
3920,2,2,4,1,1,1,0
3921,1,1,0,1,2,0,2
3922,1,3,4,4,1,0,0
3923,2,3,1,4,2,3,0
3924,2,0,1,1,3,0,1
3925,2,0,0,3,0,0,1
3926,0,4,1,4,3,1,4
3927,2,1,2,0,0,4,2
3928,0,4,1,3,0,2,0
3929,2,2,0,1,3,1,3
3930,0,3,0,3,4,2,0
3931,3,4,4,4,2,3,1
3932,0,2,4,3,0,0,2
3933,1,0,1,3,1,4,0
3934,2,4,2,0,0,0,2
3935,3,1,4,2,4,2,1
3936,3,2,1,1,1,0,0
3937,4,4,0,1,0,4,0
3938,4,3,3,2,2,0,0
3939,3,1,0,0,1,4,4
3940,4,0,3,0,3,1,0
3941,3,0,0,1,3,3,2
3942,3,1,0,2,1,3,3
3943,0,2,4,3,3,0,3
3944,2,1,3,0,1,3,0
3945,3,4,1,1,2,1,1
3946,0,2,2,2,0,3,1
3947,3,3,4,4,2,2,2
3948,1,3,1,4,1,3,1
3949,0,0,4,0,0,1,2
3950,0,0,2,4,3,1,0
3951,4,1,4,3,1,2,2
3952,3,0,0,2,4,0,0
3953,2,2,3,2,1,3,1
3954,1,3,0,3,1,0,4
3955,1,0,0,2,3,3,2
3956,3,0,1,1,0,1,3
3957,3,4,4,3,4,1,2
3958,2,2,1,4,1,2,2
3959,3,4,0,1,0,0,0
3960,4,2,1,1,4,4,2
3961,2,3,1,2,3,3,0
3962,0,3,2,2,0,3,0
3963,1,2,4,1,0,3,1
3964,1,0,2,3,1,0,4
3965,2,1,2,2,3,0,2
3966,2,2,0,1,3,3,3
3967,3,4,1,3,3,3,0
3968,1,1,0,2,3,3,0
3969,3,4,0,3,0,4,0
3970,1,0,4,2,1,3,0
3971,3,0,0,1,3,1,4
3972,0,0,2,0,0,1,0
3973,2,2,0,3,1,1,2
3974,2,3,2,1,1,4,2
3975,4,1,1,0,0,0,4
3976,1,1,0,4,1,0,2
3977,2,0,1,1,3,1,3
3978,1,3,2,0,4,3,0
3979,1,0,4,1,1,4,1
3980,2,2,3,2,0,4,3
3981,2,2,2,0,4,0,0
3982,3,0,0,1,3,4,2
3983,1,4,0,0,4,2,2
3984,3,1,0,3,0,3,1
3985,2,4,1,0,2,4,1
3986,1,0,1,0,3,0,2
3987,2,0,0,2,1,0,3
3988,0,3,3,4,2,4,0
3989,0,1,2,0,2,1,0
3990,4,4,4,2,0,0,4
3991,3,2,2,0,1,0,4
3992,1,1,2,1,1,3,0
3993,1,0,0,1,0,0,0
3994,3,4,1,0,3,3,3
3995,2,0,2,1,2,0,0
3996,2,4,3,4,0,0,1
3997,3,1,4,0,0,4,0
3998,1,1,0,2,0,4,0
3999,0,3,0,1,3,2,1
4000,2,0,1,1,0,0,0
4001,3,1,4,2,3,0,4
4002,1,4,1,4,1,0,1
4003,4,0,4,2,1,2,3
4004,0,3,2,3,1,1,3
4005,2,1,2,4,0,3,3
4006,1,0,3,2,4,0,2
4007,0,0,2,0,3,3,0
4008,0,3,2,2,1,0,1
4009,2,2,3,4,4,1,3
4010,4,0,3,0,1,0,0
4011,0,2,0,3,4,4,0
4012,2,3,3,1,0,1,2
4013,3,0,2,0,2,1,1
4014,1,0,4,2,1,0,2
4015,3,0,2,3,1,1,0
4016,0,3,1,3,0,1,1
4017,1,0,0,3,4,1,0
4018,3,4,1,4,0,4,0
4019,1,3,2,1,0,2,2
4020,1,4,2,4,3,4,3
4021,0,1,0,0,0,3,0
4022,4,1,1,3,0,3,2
4023,3,0,0,3,0,0,3
4024,4,2,3,0,2,4,0
4025,2,1,0,0,0,1,4
4026,3,1,1,1,1,3,1
4027,2,3,2,1,0,1,0
4028,0,2,2,1,1,1,1
4029,0,4,4,1,1,4,0
4030,2,2,4,1,1,2,3
4031,1,2,2,3,3,1,1
4032,4,0,0,3,2,4,1
4033,0,0,0,1,0,4,4
4034,0,3,0,2,2,3,4
4035,3,0,3,1,1,3,0
4036,2,1,2,1,3,3,0
4037,0,2,0,0,0,2,0
4038,3,0,3,2,2,4,0
4039,1,0,0,3,4,0,2
4040,3,2,2,0,2,3,2
4041,1,1,0,4,3,4,0
4042,1,4,3,1,0,0,1
4043,2,4,1,0,1,3,0
4044,2,4,1,4,3,2,3
4045,1,2,1,0,1,1,3
4046,4,2,3,0,0,1,2
4047,4,2,0,0,2,2,0
4048,1,2,4,0,1,1,1
4049,2,1,1,1,4,4,0
4050,2,2,4,1,0,3,0
4051,1,1,4,4,1,0,1
4052,0,3,0,2,3,0,2
4053,1,4,0,0,2,4,1
4054,1,4,0,0,4,3,1
4055,1,1,2,2,0,4,4
4056,4,3,2,1,4,2,1
4057,3,3,1,0,4,4,1
4058,0,1,4,0,3,2,1
4059,3,2,2,3,0,0,2
4060,4,0,1,0,1,1,1
4061,1,3,1,3,0,4,1
4062,3,0,3,1,4,0,4
4063,3,2,0,0,0,1,1
4064,0,3,2,3,2,1,0
4065,0,0,0,2,2,3,1
4066,3,0,1,3,4,1,2
4067,0,3,0,0,4,2,3
4068,0,0,1,3,0,1,2
4069,3,3,2,3,0,4,4
4070,3,1,3,2,1,3,1
4071,2,1,4,3,3,3,1
4072,3,2,4,3,2,2,0
4073,0,2,0,1,4,1,4
4074,4,4,1,0,0,2,0
4075,0,3,0,2,3,0,2
4076,4,4,0,0,0,2,2
4077,1,1,0,0,3,2,3
4078,3,3,4,4,0,3,0
4079,1,1,4,0,4,2,3
4080,3,0,2,4,0,2,1
4081,0,3,2,0,3,0,3
4082,1,2,0,3,2,4,2
4083,3,2,3,0,0,4,4
4084,4,2,2,1,0,2,1
4085,0,2,0,2,4,0,2
4086,0,0,0,0,2,0,1
4087,4,0,0,0,1,0,0
4088,0,1,1,0,2,3,0
4089,4,4,0,3,3,3,1
4090,2,2,0,2,1,0,2
4091,2,1,1,4,3,1,2
4092,4,4,1,3,0,1,0
4093,1,0,4,0,1,3,4
4094,3,4,1,4,1,1,0
4095,1,4,1,4,1,2,0
4096,1,1,4,0,4,1,3
4097,1,2,1,0,4,0,4
4098,1,1,2,0,1,0,1
4099,4,2,2,4,2,0,3
4100,4,3,1,3,2,2,1
4101,4,4,0,3,1,0,4
4102,0,0,0,2,3,0,3
4103,4,3,1,1,4,0,0
4104,3,3,3,3,1,4,2
4105,2,3,0,1,0,4,0
4106,4,2,0,4,0,0,4
4107,0,1,2,0,0,0,2
4108,3,1,0,0,0,2,0
4109,4,3,0,0,3,4,3
4110,2,3,4,2,1,4,0
4111,4,1,1,1,4,2,3
4112,1,0,3,1,0,2,4
4113,4,3,0,3,1,0,2
4114,0,0,0,1,0,1,2
4115,3,4,1,4,3,1,4
4116,1,3,3,3,2,4,3
4117,2,4,2,4,3,1,1
4118,2,0,1,2,2,2,2
4119,1,2,0,3,0,1,2
4120,1,1,1,3,2,3,1
4121,4,1,0,1,1,0,4
4122,3,0,3,2,0,2,0
4123,2,2,4,0,4,1,0
4124,2,4,0,4,0,2,1
4125,2,4,3,4,1,3,2
4126,0,1,1,1,2,0,0
4127,4,2,3,1,0,2,0
4128,1,3,4,0,0,1,4
4129,3,2,2,1,0,2,3
4130,3,4,0,3,3,4,4
4131,1,3,3,1,1,4,4
4132,1,2,0,4,4,0,3
4133,0,3,0,2,4,2,1
4134,1,0,1,2,0,3,0
4135,2,0,2,1,1,0,1
4136,4,4,4,1,1,3,1
4137,2,3,0,1,0,1,4
4138,1,0,2,4,1,0,4
4139,4,4,4,4,2,0,2
4140,0,4,0,2,3,4,2
4141,2,3,3,2,2,0,2
4142,2,0,4,1,4,4,1
4143,2,0,2,0,0,2,0
4144,1,0,0,0,0,4,3
4145,2,2,0,4,2,3,0
4146,0,4,0,2,1,0,2
4147,0,3,1,2,0,4,1
4148,2,0,3,3,3,2,3
4149,3,0,2,2,0,4,4
4150,2,0,2,3,2,4,4
4151,2,0,0,0,0,4,0
4152,0,4,1,4,2,2,4
4153,4,1,0,0,3,0,0
4154,4,3,3,2,3,3,1
4155,0,3,1,0,4,1,0
4156,1,0,3,0,2,1,2
