,chlorides,free_sulfur_dioxide,citric_acid,total_sulfur_dioxide,volatile_acidity,sulphates,pH
3336,3,0,0,4,1,1,2
3337,0,4,4,0,0,1,2
3338,0,2,0,0,1,4,0
3339,0,0,0,0,1,1,0
3340,0,1,0,4,0,0,2
3341,0,4,0,1,0,0,2
3342,2,1,1,0,4,0,1
3343,0,0,3,3,1,1,1
3344,0,4,0,2,1,0,2
3345,0,3,0,4,1,0,1
3346,0,0,4,0,1,1,1
3347,0,4,0,1,4,1,2
3348,0,2,1,2,1,0,1
3349,0,1,1,2,0,3,2
3350,4,4,0,2,0,0,0
3351,0,0,0,0,0,0,2
3352,0,0,0,0,3,3,1
3353,0,1,2,1,0,1,1
3354,0,0,1,0,2,1,2
3355,0,1,0,0,1,1,2
3356,0,0,2,0,1,1,4
3357,0,0,0,4,0,0,2
3358,0,0,0,0,1,4,0
3359,1,1,1,0,0,0,1
3360,0,1,1,1,4,0,1
3361,0,0,0,1,2,0,0
3362,3,0,1,2,0,0,1
3363,0,0,0,0,0,0,1
3364,0,0,0,1,0,2,1
3365,0,0,0,1,1,0,2
3366,0,3,1,1,0,1,2
3367,0,0,0,0,0,1,1
3368,0,0,3,1,0,1,2
3369,0,2,1,1,1,1,1
3370,0,0,4,1,0,0,3
3371,0,3,0,2,0,0,1
3372,2,0,1,1,0,0,3
3373,0,0,0,1,0,3,1
3374,0,3,0,1,4,0,1
3375,0,0,2,1,0,0,4
3376,0,2,0,3,0,1,4
3377,0,0,1,0,0,1,2
3378,4,0,3,3,2,2,1
3379,0,0,0,2,0,0,2
3380,0,0,0,1,0,0,3
3381,0,0,1,0,1,1,1
3382,0,0,4,4,2,1,2
3383,1,4,1,1,0,0,1
3384,0,1,0,1,0,0,1
3385,0,4,3,0,4,2,2
3386,4,0,3,1,1,0,1
3387,0,2,0,0,0,0,2
3388,0,0,0,1,0,2,1
3389,3,0,0,0,0,1,3
3390,0,0,0,1,0,1,1
3391,0,2,1,3,0,0,3
3392,0,0,1,1,0,1,4
3393,0,1,2,1,0,0,3
3394,0,0,2,2,0,0,1
3395,0,0,1,4,0,0,1
3396,0,4,0,2,1,0,1
3397,0,0,0,0,2,1,3
3398,0,3,0,2,1,0,1
3399,0,3,0,0,2,0,0
3400,0,0,1,3,0,2,2
3401,0,0,1,2,0,1,2
3402,2,2,1,1,0,0,1
3403,0,0,0,0,1,0,2
3404,0,0,0,1,0,0,0
3405,1,0,1,0,0,0,2
3406,0,0,1,1,1,2,4
3407,0,0,1,1,0,0,0
3408,0,1,0,0,0,1,4
3409,2,0,0,2,0,0,3
3410,0,0,4,1,0,0,2
3411,0,0,0,1,2,3,1
3412,0,0,1,3,0,1,4
3413,0,3,2,0,0,2,1
3414,0,0,0,1,0,0,1
3415,0,0,0,4,1,1,2
3416,1,0,2,0,2,0,3
3417,4,4,3,1,0,0,1
3418,0,0,0,2,0,0,4
3419,0,0,1,1,0,2,2
3420,4,4,1,1,0,0,1
3421,0,4,0,1,0,0,3
3422,0,0,4,1,0,3,1
3423,0,0,0,1,1,2,1
3424,0,0,3,0,1,0,1
3425,0,0,1,0,0,0,1
3426,0,4,0,2,0,0,1
3427,0,1,1,0,0,3,1
3428,2,0,1,4,1,4,3
3429,1,0,0,1,2,1,4
3430,0,0,3,0,0,1,2
3431,3,0,4,1,3,0,2
3432,0,0,0,1,3,3,2
3433,2,0,0,2,4,2,2
3434,0,0,1,2,0,4,2
3435,0,0,0,0,1,3,4
3436,0,0,2,4,0,0,1
3437,0,2,0,1,1,4,2
3438,0,0,0,3,0,1,1
3439,0,0,2,0,2,4,3
3440,0,0,1,1,1,0,1
3441,4,0,0,1,0,1,1
3442,0,0,1,0,0,0,1
3443,3,0,1,1,0,2,2
3444,3,0,0,1,0,0,1
3445,0,0,1,4,0,1,2
3446,0,2,0,1,0,0,1
3447,0,0,0,2,3,1,2
3448,4,4,0,1,3,0,2
3449,0,3,4,0,0,0,2
3450,0,0,1,2,0,2,1
3451,3,4,0,1,0,1,1
3452,4,0,0,1,1,2,1
3453,0,4,0,2,3,2,1
3454,1,0,0,3,0,0,2
3455,0,0,1,3,0,1,1
3456,0,0,1,1,0,2,3
3457,0,0,0,2,1,0,1
3458,0,1,1,1,1,1,1
3459,0,0,0,1,0,3,2
3460,3,1,2,0,1,2,1
3461,4,3,1,1,0,4,1
3462,0,0,1,4,0,1,2
3463,3,0,0,1,0,0,1
3464,0,0,0,0,1,1,1
3465,0,2,2,0,2,4,2
3466,0,3,1,2,0,0,1
3467,1,0,0,0,2,3,2
3468,0,0,2,0,1,1,2
3469,0,0,0,4,0,0,1
3470,0,0,1,0,0,0,2
3471,0,1,0,1,1,0,1
3472,2,0,0,0,1,1,4
3473,0,1,1,1,1,1,1
3474,0,0,0,3,2,1,3
3475,0,0,2,0,0,2,1
3476,0,0,1,3,0,1,1
3477,0,0,0,2,0,0,3
3478,0,0,1,0,1,1,0
3479,0,0,1,1,0,0,3
3480,1,0,0,1,0,1,3
3481,0,0,3,0,2,0,3
3482,0,0,3,0,1,3,1
3483,2,1,1,2,1,3,1
3484,0,0,1,0,0,3,1
3485,2,0,1,1,4,0,3
3486,0,0,0,2,0,4,0
3487,0,0,0,0,0,1,2
3488,0,2,0,0,1,0,2
3489,2,0,0,0,0,0,3
3490,0,0,0,1,0,0,2
3491,3,0,0,1,0,1,2
3492,3,0,0,0,1,0,2
3493,0,4,1,1,4,2,1
3494,0,0,1,2,2,0,1
3495,0,3,1,1,1,0,2
3496,0,0,0,1,1,0,4
3497,0,2,0,0,1,0,2
3498,0,4,0,2,0,0,2
3499,0,0,0,1,4,0,1
3500,0,0,0,1,3,0,0
3501,0,0,4,0,0,0,2
3502,0,3,0,1,4,0,3
3503,1,0,0,1,1,4,4
3504,0,0,0,1,4,0,1
3505,1,0,0,0,2,4,2
3506,0,0,4,3,4,0,3
3507,0,2,1,1,1,2,2
3508,0,0,1,0,1,0,1
3509,0,3,1,0,0,1,1
3510,1,1,0,0,0,1,2
3511,0,2,0,0,1,1,2
3512,0,0,1,0,2,1,2
3513,0,0,1,0,0,0,1
3514,0,0,1,1,1,0,3
3515,1,0,0,0,1,1,2
3516,1,0,0,1,0,1,3
3517,0,0,1,0,1,0,1
3518,0,0,1,0,1,3,1
3519,1,4,1,0,1,1,2
3520,0,0,0,0,1,1,2
3521,1,2,1,0,4,0,2
3522,1,0,0,0,0,2,0
3523,0,3,0,1,0,0,2
3524,0,0,1,0,0,0,2
3525,0,0,3,0,1,1,3
3526,0,0,1,0,1,4,1
3527,0,1,0,3,1,0,1
3528,0,0,4,4,2,1,2
3529,0,0,0,0,2,0,2
3530,0,0,1,1,4,0,4
3531,0,0,0,1,0,0,0
3532,0,3,0,4,3,0,2
3533,1,3,3,1,1,4,1
3534,3,1,1,2,0,0,1
3535,2,0,1,1,0,4,4
3536,2,0,0,0,0,2,2
3537,0,0,1,1,4,0,4
3538,0,0,1,2,0,1,0
3539,0,0,0,0,1,1,2
3540,0,0,0,0,2,1,2
3541,0,0,1,3,0,4,1
3542,0,0,0,1,1,1,2
3543,0,0,1,1,0,2,4
3544,0,3,0,2,2,0,2
3545,0,0,3,1,0,0,1
3546,0,0,2,1,0,0,4
3547,0,0,0,4,1,1,3
3548,0,0,4,1,1,1,2
3549,0,0,0,1,0,0,1
3550,0,0,0,1,0,0,1
3551,0,0,1,3,2,3,2
3552,0,0,0,1,3,4,2
3553,0,2,0,1,0,0,3
3554,0,1,0,1,0,1,2
3555,0,0,0,1,0,0,1
3556,0,0,1,3,0,3,1
3557,0,0,4,0,0,3,2
3558,0,0,1,4,0,2,2
3559,0,0,1,2,1,0,2
3560,0,3,4,2,0,0,2
3561,2,0,0,1,0,4,2
3562,2,1,0,1,0,0,2
3563,0,0,0,1,0,0,3
3564,4,0,1,1,0,0,0
3565,0,0,1,1,2,0,4
3566,0,4,3,4,0,0,2
3567,0,0,3,0,0,0,4
3568,0,0,1,1,0,2,2
3569,0,0,3,2,1,1,1
3570,4,1,0,1,0,0,1
3571,0,0,0,0,0,0,2
3572,0,0,2,0,3,0,1
3573,0,4,0,1,3,2,2
3574,0,0,4,2,3,0,1
3575,0,0,3,1,0,0,1
3576,1,0,0,0,3,1,1
3577,4,0,0,1,2,0,1
3578,0,0,0,2,1,1,1
3579,4,4,2,1,0,0,1
3580,0,0,0,1,0,0,0
3581,0,1,0,1,4,0,1
3582,0,0,0,2,2,0,1
3583,0,0,1,0,0,0,1
3584,0,1,1,2,2,0,2
3585,4,0,0,0,0,0,3
3586,3,0,0,1,0,1,2
3587,0,0,0,4,0,0,1
3588,0,0,0,1,0,0,1
3589,0,0,2,1,4,2,1
3590,0,0,4,1,2,0,2
3591,0,0,1,0,0,0,1
3592,0,4,0,0,0,0,2
3593,0,3,0,3,0,0,1
3594,4,0,1,0,0,2,1
3595,0,0,0,0,0,1,2
3596,2,0,1,0,0,4,4
3597,0,0,2,0,0,1,0
3598,0,0,1,1,0,1,1
3599,0,0,0,2,4,3,1
3600,3,0,0,4,2,0,1
3601,0,0,2,2,1,1,1
3602,0,1,0,1,0,0,0
3603,0,0,0,1,0,0,2
3604,0,2,4,0,1,3,4
3605,0,1,1,2,0,1,1
3606,0,1,2,4,2,4,3
3607,3,0,3,0,2,1,3
3608,2,0,0,1,0,0,0
3609,0,1,3,0,2,1,3
3610,0,0,0,0,4,0,2
3611,0,1,0,0,0,4,2
3612,0,0,1,3,4,0,2
3613,0,0,1,0,0,1,1
3614,0,0,3,0,1,0,0
3615,0,3,1,1,0,0,1
3616,0,0,0,2,0,2,2
3617,0,2,1,1,1,2,1
3618,0,0,2,2,0,0,3
3619,0,0,0,2,0,0,1
3620,3,2,1,1,0,0,2
3621,0,0,3,1,0,1,4
3622,0,0,0,4,0,1,2
3623,0,2,1,2,0,0,2
3624,0,0,1,0,0,1,1
3625,0,0,1,1,0,0,1
3626,0,0,3,1,0,0,1
3627,3,0,0,0,0,1,3
3628,0,0,0,2,0,0,1
3629,0,0,0,1,3,0,4
3630,0,2,0,0,1,0,2
3631,4,4,1,1,0,0,0
3632,0,0,1,0,0,0,0
3633,0,0,1,3,1,1,2
3634,0,0,0,1,4,0,2
3635,3,0,1,4,1,2,3
3636,0,0,0,4,1,0,1
3637,2,0,1,0,1,0,2
3638,0,0,1,1,1,1,3
3639,4,1,1,1,0,0,3
3640,0,0,2,0,1,1,2
3641,0,2,4,1,0,2,0
3642,0,0,2,1,1,0,3
3643,0,1,1,4,2,0,4
3644,0,0,1,0,1,1,1
3645,2,0,0,4,0,0,4
3646,1,0,1,1,0,2,2
3647,0,1,0,1,0,0,3
3648,0,0,0,3,1,0,3
3649,0,0,0,2,0,0,1
3650,0,0,0,2,1,1,1
3651,0,4,1,0,1,2,2
3652,1,0,2,0,0,1,2
3653,0,0,1,1,0,0,1
3654,0,0,4,1,0,0,3
3655,0,4,0,1,0,4,1
3656,0,1,1,4,0,1,1
3657,1,0,0,0,1,1,2
3658,0,0,0,0,1,2,2
3659,0,0,3,3,0,0,1
3660,0,0,0,0,2,1,0
3661,0,0,3,3,0,0,1
3662,4,0,0,0,1,1,1
3663,3,0,1,3,4,1,2
3664,0,0,1,1,3,0,1
3665,0,0,0,4,4,0,1
3666,4,3,4,2,1,0,1
3667,0,0,0,2,0,1,1
3668,0,4,0,1,0,1,2
3669,2,0,0,1,0,2,1
3670,0,0,0,1,1,0,1
3671,1,1,1,1,2,1,1
3672,0,1,0,2,2,4,1
3673,0,0,1,3,1,0,2
3674,0,0,0,0,2,1,1
3675,0,0,1,0,0,0,2
3676,3,4,0,1,3,0,0
3677,0,4,1,1,0,0,1
3678,1,0,0,1,1,0,1
3679,0,0,0,2,0,0,3
3680,0,4,1,1,0,1,1
3681,0,2,1,2,3,0,1
3682,0,0,0,1,0,0,2
3683,0,0,0,2,0,1,2
3684,0,0,0,3,1,1,2
3685,0,0,1,2,0,1,4
3686,0,0,0,2,0,0,1
3687,0,0,4,1,0,1,1
3688,0,1,1,2,3,2,1
3689,0,0,0,1,0,3,4
3690,2,1,0,0,0,1,2
3691,3,0,0,0,2,1,3
3692,0,0,3,1,0,0,1
3693,0,0,1,1,2,3,1
3694,0,0,0,2,0,0,2
3695,4,0,0,1,4,1,3
3696,0,0,0,1,0,1,0
3697,4,1,0,0,0,3,1
3698,0,0,1,1,0,0,1
3699,0,1,0,1,3,2,1
3700,1,1,0,4,4,0,2
3701,0,0,1,0,2,1,2
3702,0,0,1,4,0,2,3
3703,0,2,0,0,0,0,2
3704,4,3,0,1,1,1,1
3705,0,2,4,2,3,1,2
3706,0,0,1,1,0,1,1
3707,0,0,0,2,0,1,2
3708,0,0,1,1,0,1,1
3709,0,0,0,2,0,0,2
3710,2,1,1,0,0,0,3
3711,4,0,1,3,0,4,3
3712,0,0,0,0,3,2,3
3713,0,0,0,0,0,1,2
3714,0,0,1,1,1,1,0
3715,0,0,0,3,1,0,1
3716,0,0,1,1,0,0,0
3717,0,1,0,0,0,3,1
3718,0,0,1,0,0,1,1
3719,0,4,0,0,1,2,2
3720,0,3,2,0,3,0,3
3721,0,0,1,2,0,0,1
3722,0,0,0,0,0,0,2
3723,4,0,0,1,0,0,2
3724,1,1,1,4,1,0,0
3725,0,1,0,2,0,0,1
3726,2,0,2,0,0,2,0
3727,0,0,0,1,0,0,1
3728,0,0,0,0,2,0,2
3729,0,0,1,0,0,1,1
3730,0,0,3,1,0,1,3
3731,3,0,0,0,0,0,4
3732,0,3,4,1,1,0,0
3733,0,3,1,1,0,0,3
3734,3,0,3,1,0,0,3
3735,0,0,0,0,2,0,2
3736,0,0,1,0,0,0,1
3737,0,0,0,2,2,0,1
3738,4,0,1,0,0,0,2
3739,0,0,2,1,3,1,3
3740,0,0,0,1,0,1,1
3741,2,1,0,0,1,1,2
3742,0,0,0,4,0,0,2
3743,0,3,0,4,0,1,0
3744,0,0,0,1,1,0,1
3745,4,4,2,0,0,0,1
3746,0,0,0,1,0,0,2
3747,1,0,0,1,1,2,1
3748,0,0,0,1,1,0,2
3749,0,2,0,2,2,0,0
3750,0,0,1,1,0,0,2
3751,3,4,4,0,1,1,2
3752,4,0,0,1,0,2,1
3753,4,0,0,1,0,0,2
3754,0,0,1,0,1,1,1
3755,4,0,1,1,2,0,2
3756,0,4,0,3,0,1,2
3757,0,0,0,4,1,0,4
3758,0,0,1,0,0,2,2
3759,0,0,1,1,1,3,1
3760,0,0,0,1,0,1,3
3761,4,0,1,3,0,1,1
3762,0,1,0,2,1,0,1
3763,0,0,0,1,0,0,1
3764,0,0,0,2,3,0,2
3765,0,0,0,1,0,0,2
3766,0,2,0,0,1,1,2
3767,0,0,1,0,1,2,2
3768,3,0,1,2,0,0,0
3769,0,1,1,1,0,0,2
3770,0,0,1,1,1,1,2
3771,0,1,1,1,0,0,1
3772,0,4,0,4,2,0,2
3773,0,0,3,1,1,0,1
3774,0,1,0,1,0,0,3
3775,0,1,0,2,0,2,2
3776,0,0,4,0,4,4,1
3777,0,0,2,3,0,2,1
3778,2,3,0,4,1,0,1
3779,0,3,0,0,0,0,0
3780,0,0,1,1,0,0,1
3781,0,4,0,0,4,2,1
3782,0,4,1,2,4,1,2
3783,0,2,0,0,1,0,2
3784,0,4,1,2,1,4,3
3785,0,2,2,0,2,2,2
3786,4,0,4,4,2,0,1
3787,1,0,0,0,3,1,4
3788,0,1,0,2,1,1,2
3789,0,1,0,1,0,0,2
3790,0,0,0,0,2,0,1
3791,0,0,0,2,0,4,2
3792,1,0,0,2,0,1,2
3793,3,0,0,0,1,1,4
3794,0,0,0,2,0,1,1
3795,0,0,1,1,0,0,1
3796,1,1,0,2,2,0,2
3797,0,0,3,1,4,3,1
3798,0,0,3,1,0,0,2
3799,0,1,2,2,1,1,2
3800,0,0,2,1,0,0,1
3801,3,0,0,1,0,0,2
3802,0,0,0,1,1,1,2
3803,0,2,1,0,0,1,1
3804,3,1,0,2,3,3,3
3805,4,0,1,1,0,3,4
3806,0,3,0,0,1,0,1
3807,0,0,0,1,0,0,1
3808,0,1,1,2,0,3,1
3809,4,0,0,1,3,1,3
3810,0,0,0,0,0,4,2
3811,0,0,2,1,2,0,1
3812,0,4,0,1,1,0,1
3813,0,3,0,0,1,1,2
3814,0,0,4,0,0,4,1
3815,0,3,0,1,0,0,2
3816,0,0,0,1,0,4,2
3817,3,0,1,3,0,1,4
3818,0,3,2,1,0,1,0
3819,0,0,0,1,0,1,0
3820,0,0,0,2,3,1,2
3821,0,0,0,1,0,0,2
3822,0,1,0,2,0,4,3
3823,3,0,4,1,0,1,2
3824,0,0,1,4,3,4,0
3825,0,1,1,2,0,4,4
3826,4,0,0,0,0,0,2
3827,0,4,0,1,2,1,2
3828,0,3,1,1,0,4,4
3829,2,4,2,3,0,0,1
3830,0,3,0,2,4,1,1
3831,4,1,1,2,0,0,0
3832,0,0,0,1,0,0,2
3833,0,0,0,2,0,0,3
3834,0,0,4,0,2,2,2
3835,0,0,0,0,0,0,2
3836,0,0,1,1,3,1,2
3837,0,0,1,0,0,0,1
3838,0,3,0,2,1,1,2
3839,0,0,0,2,0,0,1
3840,0,2,0,1,0,0,2
3841,0,0,2,1,0,1,3
3842,0,0,0,0,0,4,2
3843,0,0,1,0,3,1,0
3844,2,4,2,1,0,0,1
3845,4,0,1,1,0,0,2
3846,0,0,0,0,0,4,4
3847,0,0,2,0,0,0,1
3848,0,3,0,1,0,0,1
3849,4,1,2,0,0,0,2
3850,4,4,1,0,0,0,1
3851,0,0,0,2,4,0,1
3852,0,0,1,1,0,0,1
3853,0,0,0,0,0,0,1
3854,1,0,0,1,0,0,2
3855,0,4,4,0,0,4,4
3856,0,1,1,2,0,1,0
3857,4,0,1,0,4,0,2
3858,1,0,1,1,1,0,1
3859,0,0,1,2,2,0,1
3860,0,0,0,4,1,1,1
3861,0,4,1,1,3,0,1
3862,0,1,0,1,0,0,1
3863,0,3,4,1,4,2,0
3864,1,0,1,1,0,0,1
3865,0,4,0,0,3,1,2
3866,1,0,0,2,0,0,2
3867,0,4,1,0,0,0,2
3868,2,0,0,0,4,1,2
3869,1,0,1,3,1,0,2
3870,0,0,1,0,1,2,0
3871,2,0,1,1,0,2,1
3872,0,0,0,1,0,0,2
3873,0,1,1,1,0,0,1
3874,0,0,1,1,0,0,2
3875,1,0,1,1,0,1,2
3876,0,0,0,1,3,2,1
3877,0,0,1,3,2,0,0
3878,0,0,3,0,1,0,1
3879,0,0,2,1,2,1,1
3880,0,0,4,1,0,1,2
3881,2,1,1,1,0,2,2
3882,0,0,1,2,0,0,2
3883,4,4,4,2,3,0,1
3884,4,0,0,0,1,1,2
3885,0,0,1,2,0,0,2
3886,0,0,0,0,1,1,2
3887,0,0,2,1,0,1,2
3888,0,0,1,1,0,3,1
3889,0,0,2,0,0,4,2
3890,0,0,0,0,4,0,1
3891,2,0,0,0,3,4,4
3892,0,0,1,2,0,2,2
3893,1,4,4,1,3,1,1
3894,0,0,0,1,2,0,1
3895,1,4,3,1,0,0,2
3896,0,0,1,4,0,1,1
3897,0,0,1,1,0,1,2
3898,0,0,0,0,4,3,2
3899,0,0,0,1,0,3,3
3900,0,2,0,2,0,2,1
3901,3,0,1,2,0,0,1
3902,0,0,1,1,0,0,1
3903,3,0,1,0,1,1,3
3904,0,0,1,0,0,4,0
3905,0,1,0,0,1,1,2
3906,0,2,0,4,4,2,2
3907,0,0,1,2,0,0,1
3908,1,0,0,1,1,0,0
3909,0,4,2,2,0,2,1
3910,0,0,0,1,0,0,4
3911,0,0,2,3,0,0,1
3912,0,0,1,2,0,1,1
3913,0,0,0,1,0,0,2
3914,0,0,0,1,0,1,2
3915,0,0,0,1,0,0,4
3916,0,0,0,1,1,0,1
3917,0,0,0,1,4,0,3
3918,0,0,0,1,0,2,0
3919,0,4,2,1,0,1,1
3920,0,2,0,0,4,0,3
3921,0,4,3,2,0,0,2
3922,0,0,1,4,0,1,2
3923,0,3,3,1,0,0,1
3924,0,0,0,2,0,1,0
3925,0,0,3,0,1,4,2
3926,0,0,1,1,0,2,2
3927,0,0,1,2,0,0,1
3928,0,0,0,1,0,0,2
3929,0,2,1,1,0,4,1
3930,0,0,4,4,0,1,2
3931,0,3,2,1,0,0,1
3932,0,0,4,1,1,2,2
3933,0,2,1,0,0,0,3
3934,2,0,1,1,3,0,0
3935,0,1,1,1,0,0,1
3936,3,0,1,0,2,2,1
3937,0,0,0,1,0,1,2
3938,3,2,0,0,0,1,2
3939,0,0,0,0,1,1,2
3940,0,4,0,1,0,4,1
3941,2,1,0,2,2,1,2
3942,3,0,0,1,0,0,3
3943,0,0,2,1,0,0,2
3944,3,0,0,1,0,4,1
3945,0,0,0,0,1,1,1
3946,0,0,1,1,0,1,3
3947,4,0,4,1,0,4,1
3948,1,0,1,1,2,2,2
3949,0,0,1,0,0,1,1
3950,0,0,0,0,0,0,1
3951,0,0,0,1,0,0,3
3952,0,1,1,1,4,1,1
3953,0,3,1,1,0,0,1
3954,0,1,1,2,0,0,2
3955,4,0,0,0,2,1,2
3956,0,0,1,0,1,1,1
3957,0,0,3,1,0,1,2
3958,0,0,1,1,0,1,1
3959,0,3,4,0,0,0,2
3960,0,0,0,1,2,0,3
3961,0,0,0,0,0,4,2
3962,0,0,1,4,0,0,4
3963,3,4,0,1,0,0,2
3964,0,1,0,0,0,0,1
3965,3,1,1,0,0,1,1
3966,0,1,0,2,0,2,3
3967,0,0,2,1,0,0,1
3968,0,0,0,1,0,0,1
3969,0,3,0,1,1,1,2
3970,0,2,0,2,0,0,1
3971,0,0,0,1,0,0,1
3972,0,2,2,0,2,0,1
3973,0,0,0,0,1,1,1
3974,3,3,1,0,0,0,1
3975,0,0,0,1,0,0,1
3976,4,0,2,0,2,1,2
3977,0,0,1,1,0,1,4
3978,0,3,0,0,1,2,2
3979,0,0,3,0,0,0,1
3980,0,0,0,1,0,0,4
3981,0,0,0,2,1,2,1
3982,0,0,0,1,1,0,4
3983,0,1,1,1,0,0,1
3984,0,4,0,1,0,0,1
3985,4,4,1,2,0,0,0
3986,0,1,4,3,0,0,2
3987,0,2,0,1,0,0,3
3988,0,0,0,1,0,0,1
3989,0,4,0,0,1,1,1
3990,4,0,0,0,1,1,2
3991,0,0,0,0,0,0,0
3992,3,0,0,0,1,1,2
3993,2,0,1,1,0,0,0
3994,0,0,3,2,0,2,1
3995,0,0,0,2,1,0,1
3996,4,0,2,0,1,1,2
3997,4,0,0,1,1,0,4
3998,1,2,0,1,0,0,1
3999,0,0,1,1,3,0,1
4000,0,0,4,0,4,0,1
4001,0,0,0,1,0,1,2
4002,0,1,1,1,0,0,1
4003,4,1,0,2,0,2,2
4004,4,0,1,4,1,0,2
4005,0,0,4,2,3,1,4
4006,0,0,2,2,0,0,1
4007,1,0,0,1,0,0,1
4008,0,0,1,1,4,0,1
4009,0,0,0,1,0,0,4
4010,0,4,1,0,0,1,1
4011,0,0,0,1,0,2,4
4012,4,0,0,0,1,1,1
4013,0,0,1,3,0,2,2
4014,0,2,3,2,1,0,0
4015,0,0,4,1,1,0,2
4016,2,1,1,1,0,0,1
4017,0,0,1,0,2,0,2
4018,0,2,0,0,1,1,2
4019,0,2,0,2,0,1,2
4020,0,0,4,2,0,4,0
4021,0,0,0,1,0,1,3
4022,1,1,1,1,1,3,1
4023,2,0,3,2,1,0,3
4024,0,0,1,0,0,0,1
4025,0,0,0,1,0,0,1
4026,0,0,3,3,0,4,2
4027,3,0,0,1,0,1,0
4028,4,0,3,3,0,0,2
4029,0,0,1,1,0,1,2
4030,3,0,1,1,0,1,1
4031,0,0,1,1,0,0,1
4032,0,0,4,1,1,0,2
4033,0,0,3,0,1,2,2
4034,2,0,0,2,1,1,1
4035,0,2,0,2,0,1,0
4036,0,3,0,3,1,1,2
4037,0,1,0,0,0,0,1
4038,0,0,0,1,0,3,1
4039,0,2,1,1,4,0,1
4040,0,0,0,1,0,4,2
4041,0,4,0,1,1,2,3
4042,2,0,1,2,0,0,0
4043,0,0,2,1,0,0,1
4044,0,1,0,4,0,1,2
4045,4,0,1,2,0,0,1
4046,0,0,0,3,0,3,1
4047,0,0,0,4,0,3,2
4048,0,2,0,1,0,0,1
4049,4,0,0,1,4,0,1
4050,2,0,0,2,0,0,1
4051,0,1,2,0,1,3,1
4052,0,0,1,3,0,4,0
4053,4,0,1,1,0,2,4
4054,0,0,0,1,1,0,1
4055,2,0,0,2,0,0,1
4056,0,4,0,0,1,0,3
4057,0,0,0,1,0,0,1
4058,0,0,0,0,0,3,3
4059,2,0,1,1,0,4,1
4060,2,0,0,0,2,0,2
4061,1,1,1,1,3,0,1
4062,0,3,0,2,0,4,2
4063,0,0,3,2,0,0,2
4064,3,0,4,2,1,2,1
4065,0,0,0,1,2,1,1
4066,4,0,1,2,0,0,1
4067,0,4,0,2,0,0,3
4068,0,4,0,2,0,0,1
4069,0,0,4,3,0,1,0
4070,0,0,1,1,1,0,1
4071,2,0,1,1,1,4,2
4072,0,3,1,2,0,0,0
4073,4,0,0,0,1,1,2
4074,4,0,3,1,0,1,3
4075,0,0,0,0,4,1,1
4076,0,0,0,1,1,2,2
4077,3,1,2,1,0,0,1
4078,0,0,0,3,1,1,1
4079,0,0,0,0,2,0,1
4080,1,1,1,0,0,0,3
4081,0,0,3,0,0,4,0
4082,0,0,0,0,0,1,1
4083,0,2,1,4,0,0,0
4084,0,0,1,2,0,2,3
4085,0,3,0,2,2,1,1
4086,3,2,4,2,0,1,1
4087,0,0,2,1,1,1,2
4088,0,1,3,1,0,0,3
4089,3,2,3,0,1,1,2
4090,0,0,0,2,3,2,1
4091,0,0,0,1,0,0,1
4092,0,0,3,0,1,4,2
4093,2,0,0,1,0,0,4
4094,0,3,0,0,2,0,2
4095,0,0,4,1,0,0,1
4096,0,0,1,0,3,0,2
4097,0,0,1,1,0,0,4
4098,0,1,1,2,0,1,1
4099,0,1,1,1,0,0,1
4100,0,0,0,1,0,0,2
4101,1,3,3,3,2,1,4
4102,0,1,0,1,1,0,1
4103,2,0,2,3,4,4,2
4104,0,4,1,0,0,1,0
4105,0,1,1,0,0,0,1
4106,0,0,1,1,0,0,2
4107,0,0,0,0,0,0,1
4108,0,0,0,1,0,4,0
4109,0,0,1,1,4,0,2
4110,1,0,1,0,0,1,3
4111,0,4,3,2,4,3,0
4112,0,0,0,0,3,1,2
4113,3,0,0,0,1,1,2
4114,0,0,1,4,2,0,2
4115,0,3,2,4,1,1,3
4116,0,0,0,1,0,0,0
4117,0,1,1,1,0,0,0
4118,0,0,1,0,0,0,1
4119,0,0,0,3,0,0,1
4120,0,0,0,1,1,1,2
4121,0,2,0,1,0,1,1
4122,0,0,0,1,4,0,1
4123,0,4,1,3,0,0,2
4124,1,2,0,1,0,0,1
4125,0,0,0,3,3,3,2
4126,0,0,0,2,1,1,2
4127,0,2,4,1,0,1,4
4128,0,0,0,1,0,0,1
4129,2,0,0,1,0,1,0
4130,0,0,0,0,4,1,2
4131,0,4,0,1,0,0,2
4132,0,0,0,1,0,0,1
4133,0,0,4,0,0,0,1
4134,0,0,0,0,1,1,2
4135,3,0,1,4,0,0,2
4136,0,0,1,1,2,0,1
4137,1,0,1,1,0,0,2
4138,0,0,3,1,0,0,1
4139,0,0,0,1,0,0,1
4140,0,4,0,3,0,0,1
4141,4,1,1,4,1,0,1
4142,0,0,0,1,1,0,1
4143,0,0,0,1,0,1,2
4144,0,0,0,0,0,1,2
4145,0,0,1,1,0,4,3
4146,0,0,1,3,1,1,0
4147,0,3,0,1,1,0,1
4148,0,0,4,2,0,0,1
4149,0,0,0,2,0,1,2
4150,0,0,0,2,2,2,1
4151,0,0,0,1,0,1,1
4152,1,0,0,0,0,0,4
4153,0,0,1,1,0,0,2
4154,0,0,1,0,0,0,2
4155,0,2,0,1,1,0,1
